50	5	36	0
50	5	18	0
50	5	33	0
50	5	29	0
50	5	37	2
50	5	37	2
50	5	37	2
20	6	31	0
20	6	8	2
20	6	11	0
20	6	22	0
20	6	30	0
20	6	24	0
20	6	1	0
20	6	15	0
20	6	23	0
20	6	26	0
20	6	6	0
20	6	21	0
20	6	3	0
20	6	36	0
20	6	18	0
20	6	33	0
20	6	29	0
20	6	37	0
20	6	37	0
20	6	37	0
30	6	31	0
30	6	8	2
30	6	11	0
30	6	22	0
30	6	30	0
30	6	24	0
30	6	1	0
30	6	15	0
30	6	23	0
30	6	26	0
30	6	6	0
30	6	21	0
30	6	3	0
30	6	36	0
30	6	18	0
30	6	33	0
30	6	29	0
30	6	37	0
30	6	37	0
30	6	37	0
40	6	31	0
40	6	8	0
40	6	11	0
40	6	22	0
40	6	30	0
40	6	24	0
40	6	1	0
40	6	15	0
40	6	23	0
40	6	26	0
40	6	6	0
40	6	21	0
40	6	3	0
40	6	36	0
40	6	18	0
40	6	33	0
40	6	29	0
40	6	37	0
40	6	37	0
40	6	37	0
50	6	31	0
50	6	8	0
50	6	11	0
50	6	22	0
50	6	30	0
50	6	24	0
50	6	1	0
50	6	15	0
50	6	23	0
50	6	26	0
50	6	6	0
50	6	21	0
50	6	3	0
50	6	36	0
50	6	18	0
50	6	33	0
50	6	29	0
50	6	37	0
50	6	37	0
50	6	37	0
20	7	31	0
20	7	8	0
20	7	11	0
20	7	22	0
20	7	30	0
20	7	24	0
20	7	1	0
20	7	15	0
20	7	23	0
20	7	26	0
20	7	6	0
20	7	21	0
20	7	3	0
20	7	36	0
20	7	18	0
20	7	33	0
20	7	29	0
20	7	37	0
20	7	37	0
20	7	37	0
30	7	31	0
30	7	8	0
30	7	11	0
30	7	22	0
30	7	30	0
30	7	24	0
30	7	1	0
30	7	15	0
30	7	23	0
30	7	26	0
30	7	6	0
30	7	21	0
30	7	3	0
30	7	36	0
30	7	18	0
30	7	33	0
30	7	29	0
30	7	37	0
30	7	37	0
30	7	37	0
40	7	31	0
40	7	8	0
40	7	11	0
40	7	22	0
40	7	30	0
40	7	24	0
40	7	1	0
40	7	15	0
40	7	23	0
40	7	26	0
40	7	6	0
40	7	21	0
40	7	3	0
40	7	36	0
40	7	18	0
40	7	33	0
40	7	29	0
40	7	37	0
40	7	37	0
40	7	37	0
50	7	31	0
50	7	8	0
50	7	11	0
50	7	22	0
50	7	30	0
50	7	24	0
50	7	1	0
50	7	15	0
50	7	23	0
50	7	26	0
50	7	6	0
50	7	21	0
50	7	3	0
50	7	36	0
50	7	18	0
50	7	33	0
50	7	29	0
50	7	37	0
50	7	37	0
50	7	37	0
20	8	31	0
20	8	8	0
20	8	11	0
20	8	22	0
20	8	30	0
20	8	24	0
20	8	1	0
20	8	15	0
20	8	23	0
20	8	26	0
20	8	6	0
20	8	21	0
20	8	3	0
20	8	36	0
20	8	18	0
20	8	33	0
20	8	29	0
20	8	37	0
20	8	37	0
20	8	37	0
30	8	31	0
30	8	8	0
30	8	11	0
30	8	22	0
30	8	30	0
30	8	24	0
30	8	1	0
30	8	15	0
30	8	23	0
30	8	26	0
30	8	6	0
30	8	21	0
30	8	3	0
30	8	36	0
30	8	18	0
30	8	33	0
30	8	29	0
30	8	37	0
30	8	37	0
30	8	37	0
40	8	31	0
40	8	8	0
40	8	11	0
40	8	22	0
40	8	30	0
40	8	24	0
40	8	1	0
40	8	15	0
40	8	23	0
40	8	26	0
40	8	6	0
40	8	21	0
40	8	3	0
40	8	36	0
40	8	18	0
40	8	33	0
40	8	29	0
40	8	37	0
40	8	37	0
40	8	37	0
50	8	31	0
50	8	8	0
50	8	11	0
50	8	22	0
50	8	30	0
50	8	24	0
50	8	1	0
50	8	15	0
50	8	23	0
50	8	26	0
50	8	6	0
50	8	21	0
50	8	3	0
50	8	36	0
50	8	18	0
50	8	33	0
50	8	29	0
50	8	37	0
50	8	37	0
50	8	37	0
