4	1	20	-569
4	1	20	-430
4	1	20	-409
4	1	20	-6
4	1	20	1
4	1	20	41
4	1	20	71
4	1	20	131
4	1	20	282
4	1	20	501
4	1	20	1033
4	1	20	1341
4	1	20	1393
4	1	20	1492
4	1	20	1542
4	1	20	1570
4	1	20	1903
4	1	20	1972
4	1	30	-569
4	1	30	-6
4	1	30	1
4	1	30	41
4	1	30	71
4	1	30	131
4	1	30	1033
4	1	30	1393
4	1	30	1492
4	1	30	1542
4	1	30	1903
4	1	30	1972
4	1	40	-409
4	1	40	-6
4	1	40	1
4	1	40	41
4	1	40	71
4	1	40	131
4	1	40	1393
4	1	40	1903
4	1	40	1972
4	1	50	-409
4	1	50	-6
4	1	50	1
4	1	50	71
4	1	50	131
4	2	20	1
4	2	20	20
4	2	20	54
4	2	30	1
4	2	30	54
4	2	40	1
4	2	40	54
4	2	50	1
4	2	50	54
4	3	20	11
4	3	30	11
4	3	40	11
4	3	50	11
4	4	20	20
4	4	30	20
4	4	40	20
4	4	50	20
4	5	20	31
4	5	30	31
4	5	40	31
4	5	50	31
4	6	20	41
4	6	30	41
4	6	40	41
4	6	50	41
4	7	20	54
4	7	30	54
4	7	40	54
4	7	50	54
4	8	20	60
4	8	30	60
4	8	40	60
4	8	50	60
